leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label
0.373047853,-0.4058926,-0.064752034,0.663066424,0.523019618,-0.697630902,-0.00962336,-0.694235219,-0.645505455,-0.330832723,0.483433248,-0.279699503,0.061935758,0
0.294234501,-0.382900338,0.246678383,0.522902919,0.477361911,-0.74325576,0.467606072,-1.016651927,-0.920713303,-0.354795656,-0.209875721,-0.330863373,0.044742372,0
0.238797991,-0.321258279,0.179507116,0.522902919,0.431704204,-0.652006043,0.467606072,-0.094812608,-0.133851428,-0.459633488,0.127409724,-0.298024863,0.098471704,0
0.471453224,-0.399320746,0.497044012,0.55093562,0.568677325,-0.715880845,0.603957338,0.182193295,0.102594752,-0.567466686,0.164885884,-0.319426743,-0.094953892,0
0.57676033,-0.430686695,0.539789363,0.663066424,0.614335033,-0.314382091,0.740308604,0.799780228,0.629753446,-0.282906857,-0.490946924,-0.234889317,-0.084208025,0
0.599691898,-0.437313898,0.411553309,0.691099125,0.637163886,-0.040632941,0.672132971,1.104032614,0.889456626,-0.185557442,-0.059971079,-0.166470182,-0.079909679,0
0.580990425,-0.43190669,-0.089177949,0.83126263,0.637163886,-0.095382771,0.399430439,0.899683997,0.715029117,-0.115166327,-0.266089961,-0.145335826,-0.067014639,0
0.727040026,-0.471878141,-0.541057377,0.943393434,0.682821593,-0.013258026,-0.350501525,0.668088897,0.517344607,0.182872652,-0.734541967,0.076641798,-0.060567119,0
1.652985591,-0.659193817,-1.383751446,1.027491537,1.025254396,0.287866039,-1.236784755,0.736205103,0.57548711,0.969156389,-1.259208214,2.159646649,-0.047672079,0
2.506351628,-0.769710596,0.228358947,1.447982052,1.207885224,0.652864906,-0.827730957,-0.635201174,-0.595115285,4.267055036,-2.046207584,0.944621794,0.042593199,0
2.820937125,-0.825289656,0.50925697,1.279785846,1.253542932,0.096241634,0.263079172,0.840649952,0.664638948,1.10993862,1.232956458,-0.08989158,0.055488238,0
1.813729206,-0.78733355,0.912284568,1.055524238,1.04808325,0.278741068,0.672132971,0.904225077,0.718905284,0.859825508,-1.633969819,-0.107548131,0.021101466,0
0.849267512,-0.535644127,0.356595001,0.663066424,0.751308154,-0.186632488,0.808484237,0.886060755,0.703400617,-0.11217096,4.268525457,-0.232013439,-0.021882,0
1.801929467,-0.559728931,0.081803456,0.410772115,1.04808325,0.223991238,0.399430439,1.031375328,0.827437956,0.636670694,-2.308540708,-0.055581691,-0.045522906,0
2.266349388,-0.719829003,0.100122893,0.663066424,1.162227517,0.570740161,0.194903539,1.453695804,1.187921476,0.714550227,-1.596493658,0.065004526,-0.024031173,0
2.38100723,-0.746342469,0.289423734,0.83126263,1.185056371,0.397365699,0.331254806,1.6398801,1.346844317,0.3221572,1.026837575,-0.004551584,-0.036926213,0
1.837996594,-0.7341982,-0.052539076,0.55093562,1.070912103,0.004991917,0.058552273,1.480942286,1.211178477,-0.050765945,0.895671014,-0.066817678,-0.073462159,0
1.202369139,-0.596269554,-0.064752034,0.158477806,0.888281275,-0.542506383,0.194903539,0.363836511,0.257641426,-0.184059759,-0.434732683,-0.254619175,-0.118594798,0
